ngram,freq,High,Low,Medium,None,max.value,max.prop
참여/NNG;하/XSV;고/EC,1,0,0,1,0,Medium,1
참여/NNG;하/XSV;는/ETM,2,0,0,1,0,Medium,1
창가/NNG;에/JKB;앉/VV,1,0,1,0,0,Low,1
창문/NNG;열/VV;고/EC,1,0,0,1,0,Medium,1
창작/NNG;도/JX;반드시/MAG,1,0,0,1,0,Medium,1
창작/NNG;무대/NNG;활성/NNG,1,0,1,0,0,Low,1
창작곡/NNG;중심/NNG;에서/JKB,1,0,0,1,0,Medium,1
창조/NNG;성/XSN;은/JX,1,0,0,1,0,Medium,1
찾/VV;지/EC;않/VX,1,0,0,1,0,Medium,1
채/NNB;그대로/MAG;남/VV,1,0,0,1,0,Medium,1
채/NNB;줄/NNG;이/JKS,1,0,0,1,0,Medium,1
채소/NNG;를/JKO;가꾸/VV,1,0,0,1,0,Medium,1
채용/NNG;꺼리/VV;어요/EF,1,0,0,1,0,Medium,1
책/NNG;꺼내/VV;어/EC,1,0,1,0,0,Low,1
책/NNG;으로/JKB;꼽히/VV,1,0,0,1,0,Medium,1
책/NNG;을/JKO;쓰/VV,1,0,0,1,0,Medium,1
책/NNG;이/VCP;며/EC,1,0,0,1,0,Medium,1
책임/NNG;까지/JX;묻/VV,1,1,0,0,0,High,1
책임/NNG;이/JKS;있/VV,1,0,0,1,0,Medium,1
책임자/NNG;들/XSN;이/JKS,1,0,1,0,0,Low,1
처럼/JKB;노려보/VV;고/EC,1,0,0,1,0,Medium,1
처럼/JKB;버림받/VV;을까/EC,1,0,0,1,0,Medium,1
처럼/JKB;보이/VV;지/EC,1,0,1,0,0,Low,1
처럼/JKB;수줍/VA;게/EC,1,0,0,1,0,Medium,1
처럼/JKB;자기/NP;숭배/NNG,1,0,0,1,0,Medium,1
처럼/JKB;화려/XR;하/XSA,1,0,1,0,0,Low,1
처리/NNG;를/JKO;하/VV,1,0,0,1,0,Medium,1
처음/NNG;에/JKB;ㄴ/JX,1,0,0,1,0,Medium,1
처음/NNG;으로/JKB;돌아가/VV,1,0,0,1,0,Medium,1
처음/NNG;으로/JKB;한/MM,1,0,0,1,0,Medium,1
처음/NNG;은/JX;아니/VCN,1,0,0,1,0,Medium,1
처음/NNG;있/VV;는/ETM,1,0,0,1,0,Medium,1
처절/XR;하/XSA;ㄹ/ETM,1,0,0,1,0,Medium,1
처지/NNG;에/JKB;빠지/VV,1,0,0,1,0,Medium,1
처지/NNG;에서/JKB;보/VV,1,0,0,1,0,Medium,1
천/NR;배/NNG;보복/NNG,1,1,0,0,0,High,1
천/NR;원/NNG;주/VV,1,0,0,1,0,Medium,1
천만/NR;원/NNG;짜리/XSN,1,0,0,1,0,Medium,1
천만/NR;을/JKO;넘어서/VV,1,0,1,0,0,Low,1
천진/NNG;하/XSV;ㅁ/ETN,1,0,0,1,0,Medium,1
철/NNG;을/JKO;맞/VV,1,0,0,1,0,Medium,1
철이/NNP;를/JKO;더/MAG,1,0,0,1,0,Medium,1
철저/NNG;하/XSA;게/EC,1,0,0,1,0,Medium,1
철저/XR;하/XSA;ㄴ/ETM,1,0,0,1,0,Medium,1
철학/NNG;이야기/NNG;를/JKO,1,0,0,1,0,Medium,1
첫/MM;소설집/NNG;때/NNG,1,0,1,0,0,Low,1
첫/MM;체계/NNG;화/XSN,1,0,0,1,0,Medium,1
청와대/NNP;비서진/NNG;에/JKB,1,1,0,0,0,High,1
체계/NNG;나/JC;제도/NNG,1,0,0,1,0,Medium,1
체계/NNG;화/XSN;하/XSV,1,0,0,1,0,Medium,1
체질/NNG;을/JKO;강화/NNG,1,0,0,1,0,Medium,1
체험/NNG;하/XSV;ㄹ/ETM,1,0,0,1,0,Medium,1
초/XPN;대형/NNG;인기작/NNG,1,1,0,0,0,High,1
초/XPN;울트라/NNG;매니아/NNG,1,0,0,1,0,Medium,1
초/XPN;현실/NNG;적/XSN,1,0,1,0,0,Low,1
초기/NNG;에/JKB;알/VV,1,0,0,1,0,Medium,1
초목/NNG;과/JC;나비/NNG,1,0,1,0,0,Low,1
초미/NNG;의/JKG;과제/NNG,1,1,0,0,0,High,1
초점/NNG;을/JKO;맞추/VV,1,0,0,1,0,Medium,1
촉구/NNG;하/XSV;는/ETM,1,0,0,1,0,Medium,1
촉촉/XR;하/XSA;아/EC,1,1,0,0,0,High,1
촌평/NNG;을/JKO;곁들이/VV,1,0,0,1,0,Medium,1
촘촘/XR;하/XSA;게/EC,1,0,1,0,0,Low,1
총소리/NNG;가/JKS;평화/NNG,1,0,0,1,0,Medium,1
촬영/NNG;하/XSV;듯/EC,1,0,0,1,0,Medium,1
최고/NNG;의/JKG;안무가/NNG,1,1,0,0,0,High,1
최고/NNG;의/JKG;흥행/NNG,2,1,0,0,0,High,1
최근/NNG;유행/NNG;하/XSV,1,0,0,1,0,Medium,1
최대/NNG;규모/NNG;의/JKG,2,0,0,1,0,Medium,1
최대/NNG;의/JKG;당면/NNG,1,1,0,0,0,High,1
최대/NNG;의/JKG;쟁점/NNG,1,1,0,0,0,High,1
최대/NNG;의/JKG;정치/NNG,1,1,0,0,0,High,1
최대/NNG;의/JKG;행사/NNG,1,0,0,1,0,Medium,1
최선/NNG;을/JKO;다/MAG,2,1,0,0,0,High,1
최저/NNG;임금/NNG;심위/NNG,1,0,0,1,0,Medium,1
최저/NNG;임금제/NNG;의/JKG,1,0,0,1,0,Medium,1
최초/NNG;로/JKB;집대성/NNG,1,0,0,1,0,Medium,1
최후/NNG;를/JKO;맞/VV,1,0,0,1,0,Medium,1
쵸티/NNP;오빠/NNG;보/VV,1,0,0,1,0,Medium,1
추석/NNG;때/NNG;는/JX,1,0,0,1,0,Medium,1
추진/NNG;중/NNB;이/VCP,1,0,0,1,0,Medium,1
축소/NNG;형/XSN;을/JKO,1,1,0,0,0,High,1
축하/NNG;하/XSV;아/EC,1,0,0,1,0,Medium,1
출연/NNG;도/JX;물론/MAG,1,0,1,0,0,Low,1
출연/NNG;하/XSV;라고/EC,1,0,1,0,0,Low,1
출연/NNG;하/XSV;랄까/EC,1,0,1,0,0,Low,1
출혈/NNG;의/JKG;전조/NNG,1,0,0,1,0,Medium,1
춤/NNG;을/JKO;추/VV,1,0,0,1,0,Medium,1
충격/NNG;적/XSN;이/VCP,3,1,0,0,0,High,1
충분/XR;하/XSA;지/EC,1,0,0,1,0,Medium,1
충분히/MAG;보/VV;ㄹ/ETM,1,1,0,0,0,High,1
취향/NNG;대로/JX;구경/NNG,1,0,0,1,0,Medium,1
측면/NNG;이/JKS;돋보이/VV,1,0,0,1,0,Medium,1
치밀/VV;는/ETM;것/NNB,1,0,0,1,0,Medium,1
치열/XR;하/XSA;ㄴ/ETM,1,1,0,0,0,High,1
치유/NNG;를/JKO;보/VV,1,0,1,0,0,Low,1
친근/XR;하/XSA;ㄴ/ETM,1,0,0,1,0,Medium,1
친근감/NNG;이/JKS;들/VV,1,0,0,1,0,Medium,1
친하/VA;아/EC;지/VX,1,0,0,1,0,Medium,1
침략/NNG;도/JX;서슴/VV,1,0,0,1,0,Medium,1
칭찬/NNG;을/JKO;듣/VV,1,0,0,1,0,Medium,1
카메라/NNG;에/JKB;위치/NNG,1,0,0,1,0,Medium,1
카메라/NNG;움직임/NNG;을/JKO,1,0,0,1,0,Medium,1
칼날/NNG;같이/JKB;비판/NNG,1,1,0,0,0,High,1
캄캄/XR;하/XSA;ㄴ/ETM,1,0,1,0,0,Low,1
커다랗/VA;ㄴ/ETM;꽃/NNG,1,0,1,0,0,Low,1
콜럼버스/NNP;시대/NNG;에서/JKB,1,0,0,1,0,Medium,1
콩/NNG;을/JKO;까먹/VV,1,0,1,0,0,Low,1
크/VA;게/EC;늘/VV,1,1,0,0,0,High,1
크/VA;게/EC;다르/VA,2,0.5,0.5,0,0,High,0.5
크/VA;게/EC;부족/NNG,1,0,0,1,0,Medium,1
크/VA;게/EC;붙/VV,1,0,0,1,0,Medium,1
크/VA;게/EC;위협/NNG,1,1,0,0,0,High,1
크/VA;게/EC;인기/NNG,1,1,0,0,0,High,1
크/VA;ㄴ/ETM;고객/NNG,1,1,0,0,0,High,1
크/VA;ㄴ/ETM;과제/NNG,1,0,0,1,0,Medium,1
크/VA;ㄴ/ETM;기여/NNG,1,1,0,0,0,High,1
크/VA;ㄴ/ETM;논란/NNG,1,0,0,1,0,Medium,1
크/VA;ㄴ/ETM;도움/NNG,1,1,0,0,0,High,1
크/VA;ㄴ/ETM;맥/NNG,2,0.5,0,0.5,0,High,0.5
크/VA;ㄴ/ETM;변화/NNG,1,0,0,1,0,Medium,1
크/VA;ㄴ/ETM;생명/NNG,1,0,0,1,0,Medium,1
크/VA;ㄴ/ETM;섬/NNG,1,0,0,1,0,Medium,1
크/VA;ㄴ/ETM;이유/NNG,2,0,0,1,0,Medium,1
크/VA;ㄴ/ETM;즐거움/NNG,1,1,0,0,0,High,1
크/VA;ㄴ/ETM;집/NNG,1,0,1,0,0,Low,1
크/VA;ㄴ/ETM;힘/NNG,1,0,0,1,0,Medium,1
크림/NNG;거품/NNG;도/JX,1,0,0,1,0,Medium,1
키우/VV;어/EC;가/VX,1,0,1,0,0,Low,1
키히카/NNP;를/JKO;당국/NNG,1,0,0,1,0,Medium,1
타고나/VV;ㄴ/ETM;약골/NNG,1,0,0,1,0,Medium,1
탄생/NNG;을/JKO;알리/VV,1,0,0,1,0,Medium,1
태극기/NNG;를/JKO;판매/NNG,1,0,0,1,0,Medium,1
태극기/NNG;를/JKO;팔/VV,1,0,0,1,0,Medium,1
태도/NNG;가/JKS;힘/NNG,1,0,0,1,0,Medium,1
태세/NNG;를/JKO;완비/NNG,1,0,0,1,0,Medium,1
태익/NNP;이/VCP;냐/EF,1,0,0,1,0,Medium,1
터/NNB;이/VCP;ㄴ데/EF,1,0,0,0,1,None,1
터/NNG;에/JKB;좀/MAG,1,0,0,1,0,Medium,1
터번/NNG;은/JX;꽃잎/NNG,1,0,1,0,0,Low,1
턱/NNB;없이/MAG;모자라/VV,1,1,0,0,0,High,1
텍스트/NNG;가/JKC;되/VV,1,0,0,1,0,Medium,1
토인비/NNP;의/JKG;역사/NNG,1,0,1,0,0,Low,1
토하/VV;고/EC;싶/VX,1,0,0,1,0,Medium,1
토하/VV;며/EC;쓰러지/VV,1,1,0,0,0,High,1
토하/VV;아/EC;내/VX,1,0,0,0,1,None,1
통로/NNG;이/VCP;ㄴ/ETM,1,0,0,1,0,Medium,1
통제/NNG;하/XSV;려는/ETM,1,0,1,0,0,Low,1
통증/NNG;이/JKS;오/VV,1,0,0,1,0,Medium,1
통찰/NNG;로/JKB;이어지/VV,1,0,0,1,0,Medium,1
통찰/NNG;을/JKO;불러일으키/VV,1,0,0,1,0,Medium,1
통찰/NNG;의/JKG;다른/MM,1,0,0,1,0,Medium,1
통찰력/NNG;으로/JKB;가득/MAG,1,1,0,0,0,High,1
통하/VV;아/EC;지속/NNG,1,0,0,1,0,Medium,1
통하/VV;지/EC;않/VX,1,1,0,0,0,High,1
통화/NNG;가/JKS;가능/NNG,1,0,0,1,0,Medium,1
퇴보/NNG;시키/XSV;는/ETM,1,0,0,1,0,Medium,1
퇴조/NNG;하/XSV;는/ETM,1,0,0,1,0,Medium,1
투사/NNG;이/VCP;ㄴ/ETM,1,0,0,1,0,Medium,1
투성이/XSN;이/VCP;다/EF,1,0,0,1,0,Medium,1
투쟁/NNG;을/JKO;일삼/VV,1,0,0,1,0,Medium,1
튀/VV;게/EC;하/VX,1,1,0,0,0,High,1
튀어나오/VV;게/EC;하/VX,1,1,0,0,0,High,1
특수/NNG;협력/NNG;관계/NNG,1,0,0,1,0,Medium,1
특출/XR;나/VV;ㄴ/ETM,1,0,0,1,0,Medium,1
특허/NNG;와/JC;지/NNG,1,0,0,1,0,Medium,1
특히/MAG;기대/NNG;를/JKO,1,1,0,0,0,High,1
특히/MAG;눈길/NNG;을/JKO,1,1,0,0,0,High,1
특히/MAG;아시아/NNP;지역/NNG,1,0,1,0,0,Low,1
틀/NNG;로/JKB;짜이/VV,1,0,0,1,0,Medium,1
파격/NNG;적/XSN;틀/NNG,1,0,0,1,0,Medium,1
파문/NNG;이/JKS;일/VV,1,0,0,1,0,Medium,1
판/NNG;을/JKO;퇴보/NNG,1,0,0,1,0,Medium,1
판/NNG;의/JKG;주류/NNG,1,0,0,1,0,Medium,1
판단/NNG;을/JKO;내리/VV,2,0,0,1,0,Medium,1
판매/NNG;하/XSV;면/EC,1,0,0,1,0,Medium,1
판매량/NNG;이/JKS;늘어나/VV,1,0,0,1,0,Medium,1
판정/NNG;을/JKO;받/VV,1,0,0,1,0,Medium,1
팔/VV;겠/EP;느냐고/EC,1,0,0,1,0,Medium,1
팔/VV;는/ETM;곳/NNG,1,0,0,1,0,Medium,1
팔리/VV;어/EC;나가/VX,1,0,0,1,0,Medium,1
퍼먹/VV;고/EC;는/JX,1,0,0,1,0,Medium,1
펄펄/MAG;살/VV;아/EC,1,1,0,0,0,High,1
편/NNB;의/JKG;소설/NNG,1,0,0,1,0,Medium,1
편견/NNG;이/JKS;교포/NNG,1,0,0,1,0,Medium,1
편견/NNG;이/JKS;지나치/VA,1,0,0,1,0,Medium,1
편리/NNG;하/XSA;ㅁ/ETN,1,0,0,1,0,Medium,1
편모/NNG;들/XSN;이/JKS,1,0,0,1,0,Medium,1
편모/NNG;에/JKB;대하/VV,1,0,0,1,0,Medium,1
편안/NNG;하/XSA;ㄴ/ETM,1,0,0,1,0,Medium,1
편안/NNG;하/XSA;ㅁ/ETN,1,0,1,0,0,Low,1
편중/NNG;되/XSV;ㄴ/ETM,1,0,1,0,0,Low,1
편차/NNG;가/JKS;크/VA,1,0,0,0,1,None,1
펼치/VV;어/EC;보이/VV,1,0,0,1,0,Medium,1
평론가/NNG;의/JKG;면모/NNG,1,0,1,0,0,Low,1
평화/NNG;의/JKG;울림/NNG,1,0,0,1,0,Medium,1
평화/NNG;진원지/NNG;로/JKB,1,0,0,1,0,Medium,1
폐렴/NNG;으로/JKB;인/NNG,1,0,1,0,0,Low,1
폐렴/NNG;은/JX;현재/NNG,1,0,0,1,0,Medium,1
폐지/NNG;가/JKS;시급/XR,1,1,0,0,0,High,1
포도주/NNG;한/MM;병/NNG,1,0,1,0,0,Low,1
포장/NNG;기준/NNG;을/JKO,1,0,1,0,0,Low,1
폭/NNG;넓/VA;은/ETM,1,0,0,1,0,Medium,1
폭/NNG;이/JKS;넓/VA,1,0,0,1,0,Medium,1
폭넓/VA;게/EC;사용/NNG,1,0,0,1,0,Medium,1
폭력/NNG;과/JC;알코올/NNG,1,0,0,1,0,Medium,1
폭력/NNG;적/XSN;상황/NNG,1,1,0,0,0,High,1
폭발/NNG;적/XSN;이/VCP,1,1,0,0,0,High,1
폭행/NNG;의/JKG;대상/NNG,1,0,0,1,0,Medium,1
표상/NNG;이/VCP;다/EF,1,0,1,0,0,Low,1
표시/NNG;하/XSV;지/EC,1,0,0,1,0,Medium,1
표어/NNG;를/JKO;내걸/VV,1,0,0,1,0,Medium,1
푸/VV;어/EC;담/VV,1,1,0,0,0,High,1
푼수/NNG;기/XSN;가/JKS,1,0,1,0,0,Low,1
풀/VV;어/EC;가/VX,1,0,0,1,0,Medium,1
풀/VV;어/EC;주/VX,2,0,0,1,0,Medium,1
풀/VV;어야/EC;하/VX,1,0,0,1,0,Medium,1
풀리/VV;지/EC;않/VX,1,0,0,1,0,Medium,1
풀타임/NNG;전문/NNG;자원/NNG,1,1,0,0,0,High,1
풋풋/XR;하/XSA;게/EC,1,0,0,1,0,Medium,1
풍/XSN;의/JKG;강렬/XR,1,0,0,1,0,Medium,1
풍경/NNG;을/JKO;바꾸/VV,1,0,0,1,0,Medium,1
풍물/NNG;이/JKS;관람객/NNG,1,0,0,1,0,Medium,1
풍성/XR;하/XSA;ㅁ/ETN,1,0,0,1,0,Medium,1
풍요/NNG;와/JC;존귀/NNG,1,0,0,1,0,Medium,1
프랑스/NNP;의/JKG;최고/NNG,1,1,0,0,0,High,1
프로이트/NNP;는/JX;어떤/MM,1,0,0,1,0,Medium,1
프로젝트/NNG;가/JKS;특허/NNG,1,0,0,1,0,Medium,1
피/NNG;를/JKO;끈끈/XR,1,0,0,1,0,Medium,1
피/NNG;를/JKO;토하/VV,1,1,0,0,0,High,1
피부/NNG;를/JKO;매끄럽/VA,1,0,0,1,0,Medium,1
피부/NNG;보습/NNG;에/JKB,1,0,0,1,0,Medium,1
피서/NNG;가*/VV;ㄴ다*/EF,1,0,1,0,0,Low,1
피식/MAG;웃음/NNG;이/JKS,1,0,0,1,0,Medium,1
피우/VV;어/EC;보/VX,1,0,0,1,0,Medium,1
피하/VV;아/EC;가*/VV,1,0,0,1,0,Medium,1
피해/NNG;도/JX;내/VV,1,1,0,0,0,High,1
피해자/NNG;이/VCP;며/EC,1,0,0,1,0,Medium,1
필수/NNG;적/XSN;이/VCP,2,0,0.5,0.5,0,Low,0.5
필연/NNG;적/XSN;이/VCP,1,0,0,1,0,Medium,1
필요/NNG;가/JKS;없/VA,1,0,0,1,0,Medium,1
필요/NNG;가/JKS;있/VV,2,0,0,1,0,Medium,1
필요/NNG;는/JX;없/VA,2,0,0.5,0.5,0,Low,0.5
필요/NNG;성/XSN;을/JKO,1,1,0,0,0,High,1
필요/NNG;없/VA;다/EC,1,0,0,1,0,Medium,1
필요/NNG;없/VA;을/ETM,1,0,0,0,1,None,1
필요/NNG;하/XSA;ㄴ/ETM,2,0.5,0,0.5,0,High,0.5
필요/NNG;하/XSA;다/EF,1,0,0,1,0,Medium,1
필요/NNG;하/XSA;다고/EC,1,0,0,1,0,Medium,1
하*/XSV;겠/EP;네요/EF,1,0,1,0,0,Low,1
하/VV;고/EC;싶/VX,1,0,0,1,0,Medium,1
하/VV;고/EC;있/VA,1,0,0,1,0,Medium,1
하/VV;고/EC;있/VX,1,0,0,1,0,Medium,1
하/VV;기/ETN;어렵/VA,1,0,0,1,0,Medium,1
하/VV;ㄴ/ETM;일/NNG,1,1,0,0,0,High,1
하/VV;는/ETM;동안/NNG,1,0,1,0,0,Low,1
하/VV;는/ETM;레크리에이션/NNG,1,0,0,1,0,Medium,1
하/VV;는/ETM;말/NNG,1,1,0,0,0,High,1
하/VV;는/ETM;생각/NNG,1,0,0,1,0,Medium,1
하/VV;는/ETM;의구심/NNG,1,1,0,0,0,High,1
하/VV;다가/EC;는/JX,1,0,0,1,0,Medium,1
하/VV;든/EC;좋/VA,1,0,0,1,0,Medium,1
하/VV;ㄹ/ETM;것/NNB,1,0,0,0,1,None,1
하/VV;ㄹ/ETM;수/NNB,4,0.25,0,0.5,0.25,Medium,0.5
하/VV;ㄹ/ETM;일/NNG,1,0,0,1,0,Medium,1
하/VV;ㄹ까/EC;보/VX,1,0,1,0,0,Low,1
하/VV;라는/ETM;대로/NNB,1,0,0,1,0,Medium,1
하/VV;아도/EC;예술품/NNG,1,0,0,1,0,Medium,1
하/VV;아야/EC;되/VV,1,0,1,0,0,Low,1
하/VV;아야/EC;하/VX,1,0,0,1,0,Medium,1
하/VV;았/EP;나/EC,1,0,0,0,1,None,1
하/VV;았/EP;는데/EC,2,0,0.5,0.5,0,Low,0.5
하/VV;았/EP;다는/ETM,1,1,0,0,0,High,1
하/VV;았/EP;던/ETM,1,0,1,0,0,Low,1
하/VV;았/EP;으면/EC,1,0,0,1,0,Medium,1
하/VV;여/EC;연민/NNG,1,0,0,1,0,Medium,1
하/VV;지/EC;ㄴ/JX,1,0,0,1,0,Medium,1
하/VV;지/EC;않/VX,5,0.2,0,0.8,0,Medium,0.8
하/VX;ㄴ/ETM;일/NNG,2,1,0,0,0,High,1
하/VX;는/ETM;것/NNB,1,0,0,1,0,Medium,1
하/VX;는/ETM;눈치/NNG,1,0,1,0,0,Low,1
하/VX;는/ETM;마음/NNG,2,0,0,1,0,Medium,1
하/VX;는/ETM;말/NNG,1,0,0,1,0,Medium,1
하/VX;는/ETM;환상/NNG,1,1,0,0,0,High,1
하/VX;ㄹ/ETM;가능/NNG,1,0,1,0,0,Low,1
하/VX;ㄹ/ETM;것/NNB,1,0,0,1,0,Medium,1
하/VX;ㄹ/ETM;때/NNG,1,0,0,1,0,Medium,1
하/VX;ㄹ/ETM;만큼/NNB,1,1,0,0,0,High,1
하/VX;ㄹ/ETM;부분/NNG,1,0,0,1,0,Medium,1
하/VX;면/EC;저절로/MAG,1,0,0,1,0,Medium,1
하/VX;아/EC;주/VX,1,0,0,1,0,Medium,1
하/VX;아서/EC;는/JX,1,1,0,0,0,High,1
하/VX;았/EP;던/ETM,1,0,0,0,1,None,1
하/VX;았/EP;으나/EC,1,0,0,1,0,Medium,1
하/VX;지/EC;않/VX,1,0,0,1,0,Medium,1
하/XSA;거나/EC;자/VV,1,0,0,1,0,Medium,1
하/XSA;게/EC;겹치/VV,1,0,0,1,0,Medium,1
하/XSA;게/EC;구분/NNG,1,0,0,1,0,Medium,1
하/XSA;게/EC;느끼/VV,1,0,0,1,0,Medium,1
하/XSA;게/EC;다가오/VV,1,0,0,1,0,Medium,1
하/XSA;게/EC;도/JX,1,0,0,0,1,None,1
하/XSA;게/EC;들리/VV,1,0,0,1,0,Medium,1
하/XSA;게/EC;따지/VV,1,0,0,1,0,Medium,1
하/XSA;게/EC;만/JX,1,0,0,1,0,Medium,1
하/XSA;게/EC;묻어나/VV,1,0,0,1,0,Medium,1
하/XSA;게/EC;살/VV,2,0,0,1,0,Medium,1
하/XSA;게/EC;생각/NNG,1,0,0,1,0,Medium,1
하/XSA;게/EC;쓰/VV,1,0,0,1,0,Medium,1
하/XSA;게/EC;여기/VV,2,0.5,0,0.5,0,High,0.5
하/XSA;게/EC;옥살이/NNG,1,0,0,1,0,Medium,1
하/XSA;게/EC;준수/NNG,1,0,0,1,0,Medium,1
하/XSA;게/EC;하/VV,1,0,0,1,0,Medium,1
하/XSA;게/EC;하/VX,4,0.5,0,0.5,0,High,0.5
하/XSA;게/EC;행복/NNG,1,1,0,0,0,High,1
하/XSA;고/EC;쓸쓸/XR,1,0,0,1,0,Medium,1
하/XSA;기/ETN;그지없/VA,1,0,1,0,0,Low,1
하/XSA;ㄴ/ETM;개조/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;거/NNB,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;것/NNB,3,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;결혼/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;공간/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;과오/NNG,1,1,0,0,0,High,1
하/XSA;ㄴ/ETM;과제/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;그/NP,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;그룹/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;기록/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;길/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;나/NP,3,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;나이/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;내용/NNG,2,0.5,0,0.5,0,High,0.5
하/XSA;ㄴ/ETM;냄새/NNG,1,1,0,0,0,High,1
하/XSA;ㄴ/ETM;누아르/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;뉴스/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;느낌/NNG,2,0,0.5,0.5,0,Low,0.5
하/XSA;ㄴ/ETM;대지/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;도시/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;독서/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;말/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;면/NNG,1,0,1,0,0,Low,1
하/XSA;ㄴ/ETM;민속품/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;밤/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;벗/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;분위기/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;사람/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;삶/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;생산/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;성격/NNG,2,0.5,0,0.5,0,High,0.5
하/XSA;ㄴ/ETM;세계/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;수직/NNG,1,0,1,0,0,Low,1
하/XSA;ㄴ/ETM;심회/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;아름답/VA,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;아침/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;애정/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;얼굴/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;에너지/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;영화/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;위치/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;음악/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;의미/NNG,1,0,0,0,1,None,1
하/XSA;ㄴ/ETM;의존/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;의혹/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;일/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;작품/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;전제/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;절망/NNG,1,0,1,0,0,Low,1
하/XSA;ㄴ/ETM;조치/NNG,1,1,0,0,0,High,1
하/XSA;ㄴ/ETM;주문/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;진단/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;창작곡/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;처지/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;체/NNB,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;최후/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;침략/NNG,2,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;토론/NNG,1,1,0,0,0,High,1
하/XSA;ㄴ/ETM;프로/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;학생/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;학술/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;한/MM,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;한국/NNP,1,0,1,0,0,Low,1
하/XSA;ㄴ/ETM;해결/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄴ/ETM;햇살/NNG,1,0,0,1,0,Medium,1
하/XSA;다/EC;못하/VX,1,0,0,1,0,Medium,1
하/XSA;도록/EC;운항/NNG,1,0,0,1,0,Medium,1
하/XSA;ㄹ/ETM;정도/NNG,2,0,0,1,0,Medium,1
하/XSA;ㅁ/ETN;과/JC,1,0,1,0,0,Low,1
하/XSA;ㅁ/ETN;을/JKO,2,0.5,0,0.5,0,High,0.5
하/XSA;ㅁ/ETN;이/JKS,2,0,0.5,0.5,0,Low,0.5
하/XSA;아/EC;보이/VV,1,0,1,0,0,Low,1
하/XSA;아/EC;지/VX,5,0.2,0,0.8,0,Medium,0.8
하/XSA;아/EC;하/VX,1,0,0,1,0,Medium,1
